Station Positions: 
0,35.775,6.425
1,6.450,6.350
2,22.400,7.325
3,16.725,5.175
4,16.475,4.175
5,9.950,3.425
6,4.625,3.400
7,6.675,10.350
8,33.100,6.350
9,39.925,6.775
10,11.550,6.300
11,11.575,8.975
12,11.850,3.500
13,15.150,2.150
14,15.425,6.325
15,15.425,8.250
16,6.925,8.600
17,26.150,6.300
18,25.350,6.375
19,19.675,6.350
20,3.850,1.325
21,29.050,6.300
22,15.600,1.525


 score_average_len: 
 ,0 ,1 ,2 ,3 ,4 ,5 ,6 ,7 ,8 ,9 ,10 ,11 ,12 ,13 ,14 ,15 ,16 ,17 ,18 ,19 ,20 ,21 ,22
0 ,1.000 ,0.513 ,0.683 ,0.302 ,0.002 ,0.000 ,0.000 ,0.048 ,0.936 ,0.916 ,0.511 ,0.058 ,0.000 ,0.000 ,0.525 ,0.062 ,0.078 ,0.876 ,0.862 ,0.511 ,0.000 ,0.904 ,0.000 ,
1 ,0.513 ,1.000 ,0.319 ,0.323 ,0.082 ,0.000 ,0.000 ,0.226 ,0.521 ,0.507 ,0.830 ,0.060 ,0.000 ,0.000 ,0.830 ,0.062 ,0.329 ,0.540 ,0.532 ,0.820 ,0.000 ,0.541 ,0.000 ,
2 ,0.683 ,0.319 ,1.000 ,0.307 ,0.000 ,0.000 ,0.000 ,0.000 ,0.690 ,0.675 ,0.321 ,0.000 ,0.000 ,0.000 ,0.336 ,0.000 ,0.000 ,0.745 ,0.766 ,0.316 ,0.000 ,0.711 ,0.000 ,
3 ,0.302 ,0.323 ,0.307 ,1.000 ,0.278 ,0.032 ,0.023 ,0.011 ,0.306 ,0.293 ,0.333 ,0.013 ,0.103 ,0.010 ,0.374 ,0.181 ,0.045 ,0.303 ,0.297 ,0.379 ,0.000 ,0.311 ,0.010 ,
4 ,0.002 ,0.082 ,0.000 ,0.278 ,1.000 ,0.283 ,0.094 ,0.000 ,0.002 ,0.002 ,0.084 ,0.000 ,0.525 ,0.143 ,0.125 ,0.089 ,0.000 ,0.003 ,0.004 ,0.103 ,0.036 ,0.002 ,0.129 ,
5 ,0.000 ,0.000 ,0.000 ,0.032 ,0.283 ,1.000 ,0.428 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.576 ,0.190 ,0.018 ,0.006 ,0.000 ,0.000 ,0.000 ,0.000 ,0.139 ,0.000 ,0.111 ,
6 ,0.000 ,0.000 ,0.000 ,0.023 ,0.094 ,0.428 ,1.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.203 ,0.047 ,0.018 ,0.008 ,0.000 ,0.000 ,0.000 ,0.000 ,0.705 ,0.000 ,0.000 ,
7 ,0.048 ,0.226 ,0.000 ,0.011 ,0.000 ,0.000 ,0.000 ,1.000 ,0.048 ,0.048 ,0.055 ,0.000 ,0.000 ,0.000 ,0.052 ,0.000 ,0.638 ,0.047 ,0.046 ,0.056 ,0.000 ,0.048 ,0.000 ,
8 ,0.936 ,0.521 ,0.690 ,0.306 ,0.002 ,0.000 ,0.000 ,0.048 ,1.000 ,0.891 ,0.519 ,0.058 ,0.000 ,0.000 ,0.533 ,0.062 ,0.080 ,0.894 ,0.876 ,0.521 ,0.000 ,0.930 ,0.000 ,
9 ,0.916 ,0.507 ,0.675 ,0.293 ,0.002 ,0.000 ,0.000 ,0.048 ,0.891 ,1.000 ,0.506 ,0.057 ,0.000 ,0.000 ,0.519 ,0.062 ,0.070 ,0.863 ,0.853 ,0.507 ,0.000 ,0.887 ,0.000 ,
10 ,0.511 ,0.830 ,0.321 ,0.333 ,0.084 ,0.000 ,0.000 ,0.055 ,0.519 ,0.506 ,1.000 ,0.282 ,0.000 ,0.000 ,0.840 ,0.066 ,0.097 ,0.538 ,0.531 ,0.820 ,0.000 ,0.539 ,0.000 ,
11 ,0.058 ,0.060 ,0.000 ,0.013 ,0.000 ,0.000 ,0.000 ,0.000 ,0.058 ,0.057 ,0.282 ,1.000 ,0.000 ,0.000 ,0.063 ,0.000 ,0.000 ,0.057 ,0.056 ,0.065 ,0.000 ,0.058 ,0.000 ,
12 ,0.000 ,0.000 ,0.000 ,0.103 ,0.525 ,0.576 ,0.203 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,1.000 ,0.215 ,0.020 ,0.007 ,0.000 ,0.000 ,0.000 ,0.001 ,0.102 ,0.000 ,0.123 ,
13 ,0.000 ,0.000 ,0.000 ,0.010 ,0.143 ,0.190 ,0.047 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.215 ,1.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.912 ,
14 ,0.525 ,0.830 ,0.336 ,0.374 ,0.125 ,0.018 ,0.018 ,0.052 ,0.533 ,0.519 ,0.840 ,0.063 ,0.020 ,0.000 ,1.000 ,0.227 ,0.092 ,0.553 ,0.546 ,0.852 ,0.000 ,0.554 ,0.000 ,
15 ,0.062 ,0.062 ,0.000 ,0.181 ,0.089 ,0.006 ,0.008 ,0.000 ,0.062 ,0.062 ,0.066 ,0.000 ,0.007 ,0.000 ,0.227 ,1.000 ,0.000 ,0.061 ,0.060 ,0.073 ,0.000 ,0.063 ,0.000 ,
16 ,0.078 ,0.329 ,0.000 ,0.045 ,0.000 ,0.000 ,0.000 ,0.638 ,0.080 ,0.070 ,0.097 ,0.000 ,0.000 ,0.000 ,0.092 ,0.000 ,1.000 ,0.079 ,0.070 ,0.099 ,0.000 ,0.082 ,0.000 ,
17 ,0.876 ,0.540 ,0.745 ,0.303 ,0.003 ,0.000 ,0.000 ,0.047 ,0.894 ,0.863 ,0.538 ,0.057 ,0.000 ,0.000 ,0.553 ,0.061 ,0.079 ,1.000 ,0.971 ,0.546 ,0.000 ,0.947 ,0.000 ,
18 ,0.862 ,0.532 ,0.766 ,0.297 ,0.004 ,0.000 ,0.000 ,0.046 ,0.876 ,0.853 ,0.531 ,0.056 ,0.000 ,0.000 ,0.546 ,0.060 ,0.070 ,0.971 ,1.000 ,0.539 ,0.000 ,0.918 ,0.000 ,
19 ,0.511 ,0.820 ,0.316 ,0.379 ,0.103 ,0.000 ,0.000 ,0.056 ,0.521 ,0.507 ,0.820 ,0.065 ,0.001 ,0.000 ,0.852 ,0.073 ,0.099 ,0.546 ,0.539 ,1.000 ,0.000 ,0.545 ,0.000 ,
20 ,0.000 ,0.000 ,0.000 ,0.000 ,0.036 ,0.139 ,0.705 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.102 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,1.000 ,0.000 ,0.000 ,
21 ,0.904 ,0.541 ,0.711 ,0.311 ,0.002 ,0.000 ,0.000 ,0.048 ,0.930 ,0.887 ,0.539 ,0.058 ,0.000 ,0.000 ,0.554 ,0.063 ,0.082 ,0.947 ,0.918 ,0.545 ,0.000 ,1.000 ,0.000 ,
22 ,0.000 ,0.000 ,0.000 ,0.010 ,0.129 ,0.111 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.123 ,0.912 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,1.000 ,

 score_minimum_len: 
 ,0 ,1 ,2 ,3 ,4 ,5 ,6 ,7 ,8 ,9 ,10 ,11 ,12 ,13 ,14 ,15 ,16 ,17 ,18 ,19 ,20 ,21 ,22
0 ,1.000 ,0.530 ,0.760 ,0.323 ,0.003 ,0.000 ,0.000 ,0.078 ,0.936 ,0.918 ,0.531 ,0.084 ,0.000 ,0.000 ,0.538 ,0.085 ,0.123 ,0.887 ,0.882 ,0.539 ,0.000 ,0.914 ,0.000 ,
1 ,0.530 ,1.000 ,0.368 ,0.359 ,0.144 ,0.000 ,0.000 ,0.387 ,0.538 ,0.523 ,0.834 ,0.091 ,0.000 ,0.000 ,0.836 ,0.089 ,0.543 ,0.551 ,0.537 ,0.895 ,0.000 ,0.565 ,0.000 ,
2 ,0.760 ,0.368 ,1.000 ,0.318 ,0.000 ,0.000 ,0.000 ,0.000 ,0.767 ,0.753 ,0.372 ,0.000 ,0.000 ,0.000 ,0.385 ,0.000 ,0.000 ,0.841 ,0.874 ,0.332 ,0.000 ,0.781 ,0.000 ,
3 ,0.323 ,0.359 ,0.318 ,1.000 ,0.427 ,0.039 ,0.030 ,0.017 ,0.328 ,0.315 ,0.372 ,0.017 ,0.136 ,0.021 ,0.413 ,0.227 ,0.064 ,0.329 ,0.326 ,0.385 ,0.000 ,0.330 ,0.026 ,
4 ,0.003 ,0.144 ,0.000 ,0.427 ,1.000 ,0.346 ,0.105 ,0.000 ,0.003 ,0.003 ,0.149 ,0.000 ,0.592 ,0.191 ,0.218 ,0.105 ,0.000 ,0.005 ,0.006 ,0.160 ,0.038 ,0.004 ,0.193 ,
5 ,0.000 ,0.000 ,0.000 ,0.039 ,0.346 ,1.000 ,0.461 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.619 ,0.325 ,0.024 ,0.007 ,0.000 ,0.000 ,0.000 ,0.000 ,0.182 ,0.000 ,0.215 ,
6 ,0.000 ,0.000 ,0.000 ,0.030 ,0.105 ,0.461 ,1.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.203 ,0.073 ,0.026 ,0.009 ,0.000 ,0.000 ,0.000 ,0.000 ,0.850 ,0.000 ,0.000 ,
7 ,0.078 ,0.387 ,0.000 ,0.017 ,0.000 ,0.000 ,0.000 ,1.000 ,0.078 ,0.078 ,0.096 ,0.000 ,0.000 ,0.000 ,0.088 ,0.000 ,0.655 ,0.078 ,0.078 ,0.085 ,0.000 ,0.078 ,0.000 ,
8 ,0.936 ,0.538 ,0.767 ,0.328 ,0.003 ,0.000 ,0.000 ,0.078 ,1.000 ,0.894 ,0.540 ,0.084 ,0.000 ,0.000 ,0.547 ,0.085 ,0.126 ,0.906 ,0.898 ,0.549 ,0.000 ,0.940 ,0.000 ,
9 ,0.918 ,0.523 ,0.753 ,0.315 ,0.003 ,0.000 ,0.000 ,0.078 ,0.894 ,1.000 ,0.524 ,0.084 ,0.000 ,0.000 ,0.531 ,0.085 ,0.112 ,0.871 ,0.871 ,0.536 ,0.000 ,0.899 ,0.000 ,
10 ,0.531 ,0.834 ,0.372 ,0.372 ,0.149 ,0.000 ,0.000 ,0.096 ,0.540 ,0.524 ,1.000 ,0.431 ,0.000 ,0.000 ,0.850 ,0.095 ,0.161 ,0.553 ,0.539 ,0.901 ,0.000 ,0.567 ,0.000 ,
11 ,0.084 ,0.091 ,0.000 ,0.017 ,0.000 ,0.000 ,0.000 ,0.000 ,0.084 ,0.084 ,0.431 ,1.000 ,0.000 ,0.000 ,0.094 ,0.000 ,0.000 ,0.084 ,0.084 ,0.088 ,0.000 ,0.084 ,0.000 ,
12 ,0.000 ,0.000 ,0.000 ,0.136 ,0.592 ,0.619 ,0.203 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,1.000 ,0.333 ,0.030 ,0.008 ,0.000 ,0.000 ,0.000 ,0.002 ,0.123 ,0.000 ,0.216 ,
13 ,0.000 ,0.000 ,0.000 ,0.021 ,0.191 ,0.325 ,0.073 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.333 ,1.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,1.000 ,
14 ,0.538 ,0.836 ,0.385 ,0.413 ,0.218 ,0.024 ,0.026 ,0.088 ,0.547 ,0.531 ,0.850 ,0.094 ,0.030 ,0.000 ,1.000 ,0.319 ,0.150 ,0.561 ,0.547 ,0.923 ,0.000 ,0.575 ,0.000 ,
15 ,0.085 ,0.089 ,0.000 ,0.227 ,0.105 ,0.007 ,0.009 ,0.000 ,0.085 ,0.085 ,0.095 ,0.000 ,0.008 ,0.000 ,0.319 ,1.000 ,0.000 ,0.085 ,0.085 ,0.094 ,0.000 ,0.085 ,0.000 ,
16 ,0.123 ,0.543 ,0.000 ,0.064 ,0.000 ,0.000 ,0.000 ,0.655 ,0.126 ,0.112 ,0.161 ,0.000 ,0.000 ,0.000 ,0.150 ,0.000 ,1.000 ,0.127 ,0.115 ,0.146 ,0.000 ,0.128 ,0.000 ,
17 ,0.887 ,0.551 ,0.841 ,0.329 ,0.005 ,0.000 ,0.000 ,0.078 ,0.906 ,0.871 ,0.553 ,0.084 ,0.000 ,0.000 ,0.561 ,0.085 ,0.127 ,1.000 ,0.982 ,0.584 ,0.000 ,0.969 ,0.000 ,
18 ,0.882 ,0.537 ,0.874 ,0.326 ,0.006 ,0.000 ,0.000 ,0.078 ,0.898 ,0.871 ,0.539 ,0.084 ,0.000 ,0.000 ,0.547 ,0.085 ,0.115 ,0.982 ,1.000 ,0.583 ,0.000 ,0.951 ,0.000 ,
19 ,0.539 ,0.895 ,0.332 ,0.385 ,0.160 ,0.000 ,0.000 ,0.085 ,0.549 ,0.536 ,0.901 ,0.088 ,0.002 ,0.000 ,0.923 ,0.094 ,0.146 ,0.584 ,0.583 ,1.000 ,0.000 ,0.568 ,0.000 ,
20 ,0.000 ,0.000 ,0.000 ,0.000 ,0.038 ,0.182 ,0.850 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.123 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,1.000 ,0.000 ,0.000 ,
21 ,0.914 ,0.565 ,0.781 ,0.330 ,0.004 ,0.000 ,0.000 ,0.078 ,0.940 ,0.899 ,0.567 ,0.084 ,0.000 ,0.000 ,0.575 ,0.085 ,0.128 ,0.969 ,0.951 ,0.568 ,0.000 ,1.000 ,0.000 ,
22 ,0.000 ,0.000 ,0.000 ,0.026 ,0.193 ,0.215 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.216 ,1.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,1.000 ,

 score_union_len: 
